task,app_id,model_name,repeat,instance_id,strategy,parameter,parameter_value,accuracy,probability_assigned_to_target,time_seconds
forward,wine_quality,mlp,1,43,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9370984114132117,17.545384264730153
forward,wine_quality,mlp,1,43,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.8763728246629255,20.79380793431873
forward,wine_quality,mlp,1,43,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.751042186043645,11.406647423545543
forward,wine_quality,mlp,1,43,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,43,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.875,16.482836399575124
forward,wine_quality,mlp,1,209,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9121964040515866,17.902391320231093
forward,wine_quality,mlp,1,209,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.811499864528449,21.33077572962425
forward,wine_quality,mlp,1,209,lr_heuristic,memory_recall_threshold,-5.0,0.0,0.8312923115021073,11.756797690112462
forward,wine_quality,mlp,1,209,dt_read,memory_recall_threshold,-5.0,1.0,1.0,15.482836399575122
forward,wine_quality,mlp,1,209,dt_retrieve,memory_recall_threshold,-5.0,0.0,0.59375,15.483909124601677
forward,wine_quality,mlp,1,48,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9467288969503,17.38106396214617
forward,wine_quality,mlp,1,48,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.7943981371418509,20.445650570409615
forward,wine_quality,mlp,1,48,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.7536594613622047,11.797704485498315
forward,wine_quality,mlp,1,48,dt_read,memory_recall_threshold,-5.0,1.0,0.9375,15.482836399575122
forward,wine_quality,mlp,1,48,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.8125,14.484981849628232
forward,wine_quality,mlp,2,295,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.7942233188937582,18.94626765041334
forward,wine_quality,mlp,2,295,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.819927471188917,21.92343904927956
forward,wine_quality,mlp,2,295,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.7462413202231859,11.919287814637729
forward,wine_quality,mlp,2,295,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,2,295,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.75,14.484981849628232
forward,wine_quality,mlp,2,294,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.604901989415787,19.657194466248754
forward,wine_quality,mlp,2,294,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.609856419312587,23.145324753041006
forward,wine_quality,mlp,2,294,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.6564315419285611,12.619684460087662
forward,wine_quality,mlp,2,294,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,2,294,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.9375,16.482836399575124
forward,wine_quality,mlp,2,228,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9506922858687734,17.307667687533332
forward,wine_quality,mlp,2,228,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.8587761997162333,20.957311575463017
forward,wine_quality,mlp,2,228,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.9356409298447185,11.377948850876022
