Participant Id,AppId,Complexity,T_enc,T_op,chi_value,ddm_a,ddm_s,lapse,latency_factor,retrieval_threshold
674e0771f3216542d0539c7b,Wine Quality,low,1.5305661502300285,0.5,0.0,0,0.9332565835678008,0.005,0.2,-1.0979763923630195
5fb3482be542f3a884f241dc,Wine Quality,high,0.5,0.5,0.0,0,1.2,0.005,0.2,-0.0595590306572904
674f558d9765fc4eddb03092,Wine Quality,low,0.5,0.5,0.01605815618275641,0,1.2,0.005,0.2,1.5
67119e968055c46e646c9870,Wine Quality,low,1.5802030461275818,0.5,0.0,0,0.2,0.005,0.2,0.2497870750877782
610c3a97c3c801c90234bc25,Wine Quality,high,1.15810660489659,0.5,0.0,0,0.2,0.005,0.2,0.396795593940221
6722f0dfa5df03f57bfa6c41,Wine Quality,low,0.5,0.5,0.0011457589301858927,0,0.2,0.005,0.2,0.24188452091589285
667b2ec03ac02b5cabd8bfd8,Wine Quality,high,2.857334476175776,0.5,0.0062803118835216675,0,0.2,0.005,0.2,0.8500653476626794
67a3940b5886c0df14017090,Wine Quality,low,2.0865460931835234,0.5,0.0,0,1.2,0.005,0.2,-2.0
67903549220df407a2c82edd,Wine Quality,low,2.762991918224773,0.5,0.011613169065779715,0,0.2,0.005,0.2,-2.0
67634ea9cb3b8160fc7f00f0,Wine Quality,low,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
6811ffcdbe04a28e7b3ab8a9,Wine Quality,high,1.024506351798773,0.5,0.0,0,1.2,0.005,0.2,-2.0
65006385ae3b0aa61a642e29,Mushrooms,high,1.5264507599982267,0.5,0.02,0,0.4517529690969471,0.005,0.2,1.0106147278185191
67acfb244f95ff16b8c04704,Mushrooms,high,0.5,0.5,0.0,0,0.9973279802623916,0.005,0.2,-1.407914774379998
67abadae1c6d8443b84ce687,Mushrooms,high,0.5,0.5,0.0,0,0.6721629583579836,0.005,0.2,-0.01515324985925659
